id	label	url	description
1047	גומפל		
1048	גומפלבמחקר		
1049	גונדה		
1050	גופי		
1051	גופים		
1052	גופני		
1053	גופנית		
1054	גורדון		
1055	גורדוןבאוניברסיטת		
1056	גורמי		
1057	גורמים		
1058	גורן		
1059	גיא		
1060	גיורא		
1061	גיטלר		
1062	גיל		
1063	גילוץלדוח		
1064	גילי		
1065	גיסא		
1066	גירש		
1067	גישה		
1068	גישוש		
1069	גישות		
1070	גישת		
1071	גל		
1072	גלבוע		
1073	גליה		
1074	גליק		
1075	גלעד		
1076	גלעדי		
1077	גמיש		
1078	גמישות		
1079	גן		
1080	גנוסר		
1081	גני		
1082	גננות		
1083	גפני		
1084	גרדיןהמחקר		
1085	גרונר		
1086	גרטל		
1087	גרטלדוח		
1088	גרטלהדוח		
1089	גרייבר		
1090	גרין		
1091	גרינברגבדוח		
1092	גרינברגכדי		
1093	גרינולד		
1094	גריף		
1095	גריףמטרת		
1096	גרם		
1097	גרמן		
1098	גרמןמעורבות		
1099	גרמניה		
1100	גרסתו		
1101	גררה		
1102	גרשי		
1103	גתי		
1104	גתימטרתו		
1105	דאטה		
1106	דאעס		
1107	דארלינג		
1108	דב		
1109	דבורה		
1110	דבר		
1111	דגש		
1112	דדון		
1113	דה		
1114	דו		
1115	דובאל		
1116	דוברי		
1117	דוגמאות		
1118	דוגמה		
1119	דוד		
1120	דוחות		
1121	דוידוס		
1122	דויטש		
1123	דוניצה		
1124	דופן		
1125	דור		
1126	דורון		
1127	דורי		
1128	דוריהמחקר		
1129	דורית		
1130	דורפברגר		
1131	דחק		
1132	דיאלוג		
1133	דיאלקטי		
1134	דיגטליים		
1135	דיגיטלי		
1136	דיגיטליות		
1137	דיגיטליים		
1138	דיגיטלית		
1139	דיווח		
1140	דיווחו		
1141	דיווחי		
1142	דיווחים		
1143	דיווחם		
1144	דיוויד		
1145	דיון		
1146	דייטש		
1147	דיכאון		
1148	דינה		
1149	דינמית		
1150	דיסציפלינריות		
1151	דישון		
1152	דישוןמטרת		
1153	דית		
1154	דלי		
1155	דלימטרת		
1156	דמויות		
1157	דמוקרטיים		
1158	דמות		
1159	דן		
1160	דנה		
1161	דניאל		
1162	דניאלשאלת		
1163	דנמרק		
1164	דעאס		
1165	דעת		
1166	דפוסי		
1167	דפנה		
1168	דצמבר		
1169	דקדוק		
1170	דקלה		
1171	דרגים		
1172	דרישה		
1173	דרישות		
1174	דרכי		
1175	דרכים		
1176	דרמטיים		
1177	דרש		
1178	דת		
1179	דתי		
1180	דתיים		
1181	דתית		
1182	הא		
1183	האד		
1184	האדם		
1185	האדריכלי		
1186	האדריכליות		
1187	האוטונומיה		
1188	האוכלוסיות		
1189	האוכלוסייה		
1190	האוניברסיטה		
1191	האוניברסלי		
1192	האונים		
1193	האוסטרלית		
1194	האופן		
1195	האופנים		
1196	האוקיאנוס		
1197	האורבאניות		
1198	האוריינות		
1199	האזנה		
1200	האחד		
1201	האחר		
1202	האחרון		
1203	האחרונה		
1204	האחרונות		
1205	האחרונים		
1206	האחריות		
1207	האחת		
1208	האיזונים		
1209	האיחוד		
1210	האיכותני		
1211	האימון		
1212	האימוץ		
1213	האינטרנט		
1214	האירופי		
1215	האירי		
1216	האישי		
1217	האישית		
1218	האלה		
1219	האלימות		
1220	האמון		
1221	האמונד		
1222	האמורים		
1223	האמצעים		
1224	האמרה		
1225	האנגלית		
1226	האסטרטגיות		
1227	האסטרטגית		
1228	האפקטיביות		
1229	האפשרויות		
1230	האפשרות		
1231	האפשריים		
1232	האקדמיה		
1233	האקדמיים		
1234	האקולוגית		
1235	האקלים		
1236	הארגון		
1237	הארגונים		
1238	הארץ		
1239	הארצי		
1240	האתגרים		
1241	האתיות		
1242	הבדורית		
1243	הבדיקה		
1244	הבדלים		
1245	הבוגרים		
1246	הבוחנת		
1247	הבולט		
1248	הבולטים		
1249	הבחירה		
1250	הבחנה		
1251	הבין		
1252	הביניים		
1253	הבינלאומי		
1254	הביקורת		
1255	הבית		
1256	הביתי		
1257	הבלתי		
1258	הבניית		
1259	הבנת		
1260	הבנתנו		
1261	הבסיסיים		
1262	הבעות		
1263	הבריאות		
1264	הבריטית		
1265	הברית		
1266	הגברת		
1267	הגדולים		
1268	הגדרה		
1269	הגדרת		
1270	הגובר		
1271	הגומלין		
1272	הגורמים		
1273	הגורפות		
1274	הגיל		
1275	הגילוי		
1276	הגירה		
1277	הגישה		
1278	הגישות		
1279	הגל		
1280	הגלובלי		
1281	הגמישות		
1282	הגן		
1283	הגננות		
1284	הגפ		
1285	הדברים		
1286	הדגימה		
1287	הדגיש		
1288	הדגש		
1289	הדדיים		
1290	הדו		
1291	הדובר		
1292	הדוגמאות		
1293	הדוח		
1294	הדומים		
1295	הדוקים		
1296	הדור		
1297	הדורשים		
1298	הדחקה		
1299	הדיאלוג		
1300	הדיבידנדים		
1301	הדיגיטאלית		
1302	הדיגיטלי		
1303	הדיגיטליים		
1304	הדיגיטלית		
1305	הדיון		
1306	הדיסציפלינרי		
1307	הדמות		
1308	הדס		
1309	הדסהוראה		
1310	הדעת		
1311	הדקדוק		
1312	הדר		
1313	הדרגתית		
1314	הדרושות		
1315	הדרישות		
1316	הדרכה		
1317	הדרכים		
1318	הדרמה		
1319	ההבנה		
1320	ההגדרה		
1321	ההגדרות		
1322	ההדדית		
1323	ההוליסטי		
1324	ההון		
1325	ההופכים		
1326	ההוראה		
1327	ההורה		
1328	ההורים		
1329	ההורית		
1330	ההזדמנויות		
1331	ההחלטות		
1332	ההטרוגנית		
1333	ההיבטים		
1334	ההיסטורי		
1335	ההיסטוריה		
1336	ההיסטוריים		
1337	ההיסטורית		
1338	ההישגים		
1339	ההכנסה		
1340	ההכרחיים		
1341	ההכשרה		
1342	ההלמידה		
1343	ההנהלה		
1344	ההנחה		
1345	ההסכמה		
1346	ההערכה		
1347	ההצגה		
1348	ההצדקות		
1349	ההקלדה		
1350	ההקשר		
1351	ההקשרים		
1352	ההשלכות		
1353	ההשפעה		
1354	ההשפעות		
1355	ההשקעה		
1356	ההשקפות		
1357	ההשתלמות		
1358	ההשתתפות		
1359	ההתאמות		
1360	ההתמודדות		
1361	ההתנהגויות		
1362	ההתנהגותי		
1363	ההתנהלות		
1364	ההתנסויות		
1365	ההתערבות		
1366	ההתפחות		
1367	ההתפתחות		
1368	ההתקדמות		
1369	הוביל		
1370	הובילה		
1371	הוגדרו		
1372	הוגנות		
1373	הוגנת		
1374	הודמטרת		
1375	הוודאות		
1376	הוויסות		
1377	הוועדה		
1378	הוחלט		
1379	הוטנר		
1380	הוירטואלית		
1381	הוכמיץ		
1382	הוכן		
1383	הוליסטית		
1384	הולם		
1385	הולנד		
1386	הומניסטיות		
1387	הומניסטית		
1388	הוס		
1389	הועדה		
1390	הועצמו		
1391	הופיעו		
1392	הופעלו		
1393	הוצגו		
1394	הוצלרמחקר		
1395	הוראה		
1396	הוראת		
1397	הורי		
1398	הוריהם		
1399	הוריות		
1400	הורים		
1401	הורן		
1402	הושמטו		
1403	הותאם		
1404	הותאמו		
1405	הזדמנויות		
1406	הזדמנות		
1407	הזו		
1408	הזיהוי		
1409	הזינה		
1410	הזכאות		
1411	הזכאים		
1412	הזכירה		
1413	הזמינה		
1414	הזמינים		
1415	הזמן		
1416	הזקוקה		
1417	הזקוקים		
1418	החברה		
1419	החברתי		
1420	החברתיות		
1421	החברתיים		
1422	החברתית		
1423	החדש		
1424	החדשה		
1425	החדשים		
1426	החדשניות		
1427	החודשים		
1428	החוויה		
1429	החוויות		
1430	החווים		
1431	החוזקות		
1432	החולים		
1433	החוללות		
1434	החוסן		
1435	החוקרות		
1436	החוקרים		
1437	החושית		
1438	החותרות		
1439	החזרה		
1440	החח		
1441	החידוש		
1442	החיונכי		
1443	החיים		
1444	החינוך		
1445	החינוכי		
1446	החינוכיות		
1447	החינוכיים		
1448	החינוכית		
1449	החירום		
1450	החל		
1451	החלו		
1452	החלוקה		
1453	החלטות		
1454	החלטותיו		
1455	החלטת		
1456	החליטה		
1457	החלישו		
1458	החלפה		
1459	החלק		
1460	החלקים		
1461	החנוכה		
1462	החסך		
1463	החסמים		
1464	החקר		
1465	החרדי		
1466	החשובה		
1467	החשיבה		
1468	החשיפה		
1469	הטובים		
1470	הטווח		
1471	הטיפוח		
1472	הטיפולוגי		
1473	הטכנולוגיות		
1474	הטכנולוגית		
1475	הטמון		
1476	הטמונות		
1477	הטמונים		
1478	הטמעת		
1479	הטמעתה		
1480	הטמעתן		
1481	הטעמים		
1482	הטרוגניות		
1483	הטרוגנית		
1484	הטרור		
1485	היבטים		
1486	הידוע		
1487	היהודי		
1488	היהודית		
1489	היוו		
1490	היוזמות		
1491	היום		
1492	היומיום		
1493	היומיומיים		
1494	היזמה		
1495	היחידות		
1496	היחס		
1497	היחסי		
1498	היחסים		
1499	היחסית		
1500	היטב		
1501	הייזמן		
1502	הייחודי		
1503	הייחודיות		
1504	הייחודיים		
1505	הייחודית		
1506	היילפרין		
1507	היינו		
1508	הייעודיות		
1509	היישום		
1510	היישומונים		
1511	הייתהלבדוק		
1512	היכולות		
1513	היכולים		
1514	היכולת		
1515	היכן		
1516	היכרות		
1517	הילד		
1518	הילדים		
1519	הילה		
1520	הימים		
1521	הינקות		
1522	היסוד		
1523	היסודות		
1524	היסודי		
1525	היסודיים		
1526	היסטורי		
1527	היסטוריה		
1528	היעד		
1529	היעדר		
1530	היעדרויות		
1531	היעילות		
1532	היפנית		
1533	היציבות		
1534	הישגי		
1535	הישגיהם		
1536	הישגיו		
1537	הישגים		
1538	הישראלי		
1539	הישראליהסקירה		
1540	הישראלית		
1541	היתה		
1542	היתר		
1543	היתרונות		
1544	הכוונה		
1545	הכולל		
1546	הכוללות		
1547	הכוללים		
1548	הכוללת		
1549	הכימיה		
1550	הכישורים		
1551	הכיתה		
1552	הכלולה		
1553	הכלים		
1554	הכלכלה		
1555	הכללית		
1556	הכמיהה		
1557	הכנה		
1558	הכרה		
1559	הכרוכה		
1560	הכרוכות		
1561	הכרוכים		
1562	הכשרה		
1563	הכשרת		
1564	הכתיבה		
1565	הלאום		
1566	הלאומית		
1567	הלומד		
1568	הלומדים		
1569	הלחץ		
1570	הלחצים		
1571	הליבה		
1572	הליך		
1573	הלימוד		
1574	הלימודי		
1575	הלימודיים		
1576	הלין		
1577	הלכה		
1578	הללי		
1579	הלמידה		
1580	הלקות		
1581	הלקסיקלית		
1582	הלר		
1583	הלשונית		
1584	המאה		
1585	המאוחדת		
1586	המאופיין		
1587	המאמץ		
1588	המאפיינים		
1589	המאפשרים		
1590	המבוסס		
1591	המבוססות		
1592	המבורכת		
1593	המבט		
1594	המבנה		
1595	המבקשת		
1596	המגבילים		
1597	המגבלות		
1598	המגוונות		
1599	המגוונים		
1600	המגמה		
1601	המגמות		
1602	המדגימות		
1603	המדגישה		
1604	המדגם		
1605	המדד		
1606	המדווחת		
1607	המדורגים		
1608	המדידה		
1609	המדינה		
1610	המדינות		
1611	המדיניות		
1612	המדע		
1613	המדעי		
1614	המדעים		
1615	המדענים		
1616	המדענית		
1617	המהוות		
1618	המהלכים		
1619	המובא		
1620	המובאים		
1621	המובנה		
1622	המוגדרים		
1623	המודגשים		
1624	המודד		
1625	המודל		
1626	המודעות		
1627	המודרנה		
1628	המוזות		
1629	המוזיקה		
1630	המוטיבציה		
1631	המוכר		
1632	המומחים		
1633	המומלצים		
1634	המונחים		
1635	המוני		
1636	המונעים		
1637	המוסד		
1638	המועברים		
1639	המועדים		
1640	המועדף		
1641	המוערכים		
1642	המופיעה		
1643	המופיעים		
1644	המוצגים		
1645	המוצהרת		
1646	המוצע		
1647	המוצעים		
1648	המוקדם		
1649	המורה		
1650	המורות		
1651	המורים		
1652	המורכבויות		
1653	המורכבות		
1654	המושג		
1655	המושם		
1656	המושתת		
1657	המותאם		
1658	המותאמים		
1659	המותאמת		
1660	המזוהים		
1661	המחויבות		
1662	המחוננים		
1663	המחייב		
1664	המחמירות		
1665	המחנכים		
1666	המחקרי		
1667	המחקרים		
1668	המחקרית		
1669	המטרה		
1670	המטרות		
1671	המידה		
1672	המידע		
1673	המידעון		
1674	המיוחדים		
1675	המיומנויות		
1676	המיטבי		
1677	המיטבית		
1678	המיטיבות		
1679	המייחדות		
1680	המייצגים		
1681	המיישמים		
1682	המילון		
1683	המילים		
1684	המיצ		
1685	המכוונים		
1686	המכוונת		
1687	המכריע		
1688	המלאה		
1689	המלווים		
1690	המלחמה		
1691	המלמדות		
1692	המלמדים		
1693	המלצות		
1694	הממדים		
1695	הממלכה		
1696	הממלכתי		
1697	הממלכתית		
1698	הממצאים		
1699	הממצה		
1700	הממשלה		
1701	המנבאים		
1702	המנחות		
1703	המנחים		
1704	המניעה		
1705	המנסים		
1706	המסגרות		
1707	המסגרת		
1708	המסוגלות		
1709	המסורתיות		
1710	המסייע		
1711	המסייעים		
1712	המסייעת		
1713	המסך		
1714	המסכם		
1715	המסמך		
1716	המסמכים		
1717	המסתייעת		
1718	המעבר		
1719	המעודדים		
1720	המעורבות		
1721	המעידים		
1722	המעיטו		
1723	המענים		
1724	המעסיקים		
1725	המעצבות		
1726	המערבי		
1727	המערכת		
1728	המערכתית		
1729	המפונים		
1730	המפותחות		
1731	המפנים		
1732	המפתח		
1733	המצב		
1734	המצומצם		
1735	המצוקה		
1736	המצורפים		
1737	המציג		
1738	המקדם		
1739	המקדמים		
1740	המקודמות		
1741	המקוון		
1742	המקוונת		
1743	המקומי		
1744	המקומיות		
1745	המקומית		
1746	המקורי		
1747	המקוריות		
1748	המקימים		
1749	המקצוע		
1750	המקצועי		
1751	המקצועית		
1752	המקרים		
1753	המקשה		
1754	המקשים		
1755	המרובדת		
1756	המרחבים		
1757	המרחוק		
1758	המרחיבות		
1759	המרכזי		
1760	המרכזיות		
1761	המרכזיים		
1762	המרכזית		
1763	המרכיבים		
1764	המשאבים		
1765	המשבר		
1766	המשויכים		
1767	המשותף		
1768	המשותפים		
1769	המשותפת		
1770	המשחוק		
1771	המשיבים		
1772	המשיגו		
1773	המשך		
1774	המשכיות		
1775	המשכיל		
1776	המשכנו		
1777	המשלב		
1778	המשלבים		
1779	המשלבת		
1780	המשמעות		
1781	המשמעותיות		
1782	המשמשות		
1783	המשמשים		
1784	המשנה		
1785	המשפיע		
1786	המשפיעים		
1787	המשקיעות		
1788	המשרד		
1789	המשתנים		
1790	המשתתפים		
1791	המתאימות		
1792	המתבגרים		
1793	המתבטאות		
1794	המתבססים		
1795	המתגוררים		
1796	המתואר		
1797	המתודולוגיה		
1798	המתח		
1799	המתחוללים		
1800	המתייחס		
1801	המתייחסות		
1802	המתייחסים		
1803	המתייחסת		
1804	המתמודדים		
1805	המתמטיקה		
1806	המתמקד		
1807	המתמקדות		
1808	המתמשך		
1809	המתקדם		
1810	המתקשים		
1811	המתרחשים		
1812	הנ		
1813	הנבדקים		
1814	הנבחרות		
1815	הנגזרת		
1816	הנגישות		
1817	הנדרשות		
1818	הנהוגה		
1819	הנהוגות		
1820	הנו		
1821	הנוגעות		
1822	הנוגעים		
1823	הנוכחי		
1824	הנוכחיות		
1825	הנוכחית		
1826	הנוסף		
1827	הנוער		
1828	הנורדיות		
1829	הנושא		
1830	הנושאים		
1831	הנחוצה		
1832	הנחוצות		
1833	הנחיות		
1834	הנחלת		
1835	הנחת		
1836	הנטייה		
1837	הניהול		
1838	הניסיון		
1839	הניצבים		
1840	הניתנים		
1841	הנלמד		
1842	הנלמדים		
1843	הנלמדת		
1844	הנמדדים		
1845	הנמוכה		
1846	הנמצאים		
1847	הנעשה		
1848	הנעשות		
1849	הנפגעים		
1850	הנפשי		
1851	הנפשית		
1852	הנצרך		
1853	הנקרא		
1854	הנרדשת		
1855	הנרחב		
1856	הנרחבת		
1857	הנרי		
1858	הנשירה		
1859	הנתונים		
1860	הנתיב		
1861	הנתפסים		
1862	הסגר		
1863	הסדרתם		
1864	הסובייקטיבית		
1865	הסוגיות		
1866	הסוגייה		
1867	הסוציואקונומי		
1868	הסטודיו		
1869	הסטרס		
1870	הסייגים		
1871	הסיכון		
1872	הסיכונים		
1873	הסיפוק		
1874	הסיפור		
1875	הסכמה		
1876	הספציפיות		
1877	הספר		
1878	הספרות		
1879	הספרותית		
1880	הסקירה		
1881	הסתכלות		
1882	העדויות		
1883	העדיפויות		
1884	העדכני		
1885	העדכנית		
1886	העדשה		
1887	העובדים		
1888	העוברים		
1889	העולה		
1890	העולים		
1891	העולם		
1892	העולמי		
1893	העולמית		
1894	העומדים		
1895	העונות		
1896	העוסק		
1897	העוסקים		
1898	העוסקת		
1899	העידן		
1900	העיסוק		
1901	העיקריות		
1902	העיקריים		
1903	העיר		
1904	העירוני		
1905	העכשווי		
1906	העכשווית		
1907	העל		
1908	העליונה		
1909	העם		
1910	העמדה		
1911	העמדות		
1912	העמוקות		
1913	העמיק		
1914	העמקת		
1915	העניין		
1916	העצמאית		
1917	העצמה		
1918	העצמי		
1919	העצמית		
1920	העקרונות		
1921	הערבי		
1922	הערבית		
1923	הערכים		
1924	הערכת		
1925	העשויים		
1926	העשורים		
1927	העשייה		
1928	העשיר		
1929	העשירונים		
1930	העתיד		
1931	העתידית		
1932	הפגיעה		
1933	הפגיעות		
1934	הפגיעים		
1935	הפדגוגי		
1936	הפדגוגיות		
1937	הפדגוגית		
1938	הפוטנציאל		
1939	הפועל		
1940	הפועלים		
1941	הפורה		
1942	הפורום		
1943	הפורמלי		
1944	הפורמלית		
1945	הפיזיים		
1946	הפיזיקה		
1947	הפיזית		
1948	הפיננסי		
1949	הפיקוח		
1950	הפיתוח		
1951	הפכו		
1952	הפנאי		
1953	הפניות		
1954	הפסיכולוגי		
1955	הפעילויות		
1956	הפעילות		
1957	הפעלה		
1958	הפערים		
1959	הפרוייקט		
1960	הפרויקט		
1961	הפרק		
1962	הפרקטיים		
1963	הפרקטיקות		
1964	הפרקים		
1965	הפתרונות		
1966	הצבת		
1967	הצגה		
1968	הצגת		
1969	הצדדים		
1970	הצוות		
1971	הצוותים		
1972	הצורך		
1973	הציבה		
1974	הציבור		
1975	הציבורי		
1976	הציונים		
1977	הצלחה		
1978	הצלחת		
1979	הצללות		
1980	הצפוף		
1981	הצרכים		
1982	הקבוצה		
1983	הקבוצות		
1984	הקבוצתי		
1985	הקבוצתית		
1986	הקבצות		
1987	הקו		
1988	הקוגניטיבי		
1989	הקוגניטיבית		
1990	הקודם		
1991	הקוהרנטיות		
1992	הקולטים		
1993	הקולי		
1994	הקורא		
1995	הקוראים		
1996	הקורונה		
1997	הקידום		
1998	הקיים		
1999	הקיימות		
2000	הקיימים		
2001	הקיימת		
2002	הקים		
2003	הקלטה		
2004	הקמה		
2005	הקניית		
2006	הקצאת		
2007	הקרוב		
2008	הקרובה		
2009	הקרובים		
2010	הקריאה		
2011	הקריטריונים		
2012	הקשב		
2013	הקשורות		
2014	הקשורים		
2015	הקשיים		
2016	הקשרים		
2017	הראו		
2018	הראויים		
2019	הראיונות		
2020	הראייה		
2021	הראל		
2022	הראשון		
2023	הראשונה		
2024	הראשונים		
2025	הראשונית		
2026	הראשיים		
2027	הראשייםפורום		
2028	הראשית		
2029	הראשיתאנו		
2030	הראשיתבשלהי		
2031	הראשיתהחודש		
2032	הראשיתהמידעון		
2033	הראשיתהמשבר		
2034	הראשיתלקראת		
2035	הראשיתמידעון		
2036	הראשיתמלחמת		
2037	הראשיתמצית		
2038	הראשיתנושא		
2039	הרב		
2040	הרבים		
2041	הרביעי		
2042	הרגלי		
2043	הרגש		
2044	הרגשי		
2045	הרגשיות		
2046	הרגשיים		
2047	הרגשית		
2048	הרואים		
2049	הרווחה		
2050	הרוח		
2051	הרוחביים		
2052	הרחבת		
2053	הרחוק		
2054	הריסון		
2055	הרך		
2056	הרכבי		
2057	הרכזים		
2058	הרכישה		
2059	הרלוונטיים		
2060	הרפואה		
2061	הרפורמות		
2062	הרפלקטיבית		
2063	הרפרטואר		
2064	הרצון		
2065	הרצונות		
2066	הרקוביץ		
2067	הרקע		
2068	הרשויות		
2069	הרשות		
2070	הרשקו		
2071	הרשקוביץ		
2072	הרשתות		
2073	השאיפה		
2074	השאלה		
2075	השאלונים		
2076	השאלות		
2077	השגת		
2078	השדה		
2079	השוואה		
2080	השוואת		
2081	השוואתיים		
2082	השווה		
2083	השוויון		
2084	השוללות		
2085	השונות		
2086	השונים		
2087	השופר		
2088	השוק		
2089	השותפויות		
2090	השותפות		
2091	השותפים		
2092	השחיקה		
2093	השיבו		
2094	השיח		
2095	השיטות		
2096	השימושים		
2097	השינוי		
2098	השינויים		
2099	השיפור		
2100	השיקול		
2101	השיקולים		
2102	השישים		
2103	השכלה		
2104	השכלת		
2105	השלומות		
2106	השליטה		
2107	השליליות		
2108	השלישי		
2109	השלכות		
2110	השלכותיו		
2111	השלם		
2112	השמת		
2113	השנה		
2114	השני		
2115	השנייה		
2116	השניים		
2117	השנים		
2118	השעות		
2119	השערה		
2120	השפות		
2121	השפיעה		
2122	השפיעו		
2123	השפעה		
2124	השפעות		
2125	השפעותיהם		
2126	השפעת		
2127	השפעתה		
2128	השפעתו		
2129	השקובויץ		
2130	השקט		
2131	השקעה		
2132	השקפות		
2133	השראה		
2134	השתלבו		
2135	השתלמות		
2136	השתנותם		
2137	השתתפו		
2138	השתתפות		
2139	השתתפותם		
2140	התאמה		
2141	התאמות		
2142	התאמת		
2143	התבוננות		
2144	התבטאה		
2145	התבסס		
2146	התבססה		
2147	התבססו		
2148	התגובה		
2149	התהליך		
2150	התהליכים		
2151	התובנות		
2152	התוכני		
2153	התוכניות		
2154	התומכות		
2155	התומכים		
2156	התומכת		
2157	התוצר		
2158	התוקף		
2159	התורמים		
2160	התחדשות		
2161	התחום		
2162	התחזקה		
2163	התיאורטיות		
2164	התיאורטית		
2165	התיאטרון		
2166	התייחסות		
2167	התייעצות		
2168	התיכון		
2169	התכונות		
2170	התכנון		
2171	התכנוני		
2172	התכנוניות		
2173	התכניות		
2174	התכנים		
2175	התכנית		
2176	התלוי		
2177	התלמיד		
2178	התלמידות		
2179	התלמידים		
2180	התמדתם		
2181	התמודדו		
2182	התמודדות		
2183	התמודדותם		
2184	התמודדנו		
2185	התמונה		
2186	התמחות		
2187	התמיכה		
2188	התמקד		
2189	התמקדות		
2190	התמקמות		
2191	התמרון		
2192	התנאים		
2193	התנגויות		
2194	התנהגויות		
2195	התנהגות		
2196	התנהגותי		
2197	התנהגותיים		
2198	התנהל		
2199	התנהלותם		
2200	התנסות		
2201	התערבויות		
2202	התערבות		
2203	התפיסה		
2204	התפיסות		
2205	התפקוד		
2206	התפקודי		
2207	התפקיד		
2208	התפרצויות		
2209	התפרצותה		
2210	התפתחו		
2211	התפתחות		
2212	התפתחותיים		
2213	התקיים		
2214	התקיימו		
2215	התקן		
2216	התקשו		
2217	התרבות		
2218	התרבותי		
2219	התרומה		
2220	התרשמות		
2221	התשתיות		
2222	התשתית		
2223	ואגף		
2224	ואדית		
2225	ואדריכל		
2226	ואולי		
2227	ואוסטרליה		
2228	ואוצר		
2229	ואור		
2230	ואורח		
2231	ואורי		
2232	ואורנה		
2233	ואח		
2234	ואחראי		
2235	ואחריה		
2236	ואחריותיות		
2237	ואי		
2238	ואיטליה		
2239	ואיכות		
2240	ואיכותית		
2241	ואילו		
2242	ואימאן		
2243	ואיריס		
2244	ואיתמר		
2245	ואל		
2246	ואלונה		
2247	ואלינה		
2248	ואם		
2249	ואמצעי		
2250	ואנשי		
2251	ואסטרטגיות		
2252	ואסף		
2253	ואסתי		
2254	ואף		
2255	ואפקטיביות		
2256	ואפשר		
2257	ואקדמיים		
2258	ואקלים		
2259	וארגונית		
2260	וארז		
2261	ואריאל		
2262	ואריאלה		
2263	וארץ		
2264	וארצות		
2265	ואשר		
2266	ואתגריהן		
2267	ואתגרים		
2268	ואתכם		
2269	ואתכן		
2270	ואתניים		
2271	וב		
2272	ובאחריות		
2273	ובאילו		
2274	ובאירלנד		
2275	ובאסטרטגיות		
2276	ובביולוגיה		
2277	ובבית		
2278	ובבתים		
2279	ובדוחות		
2280	ובדרכים		
2281	ובהבט		
2282	ובהוראה		
2283	ובהיבטים		
2284	ובהיר		
2285	ובהכנתם		
2286	ובהתאם		
2287	ובהתייחסות		
2288	ובהתנהגויות		
2289	ובזמן		
2290	ובזרם		
2291	ובחינת		
2292	ובחירה		
2293	ובחירום		
2294	ובחן		
2295	ובחתירה		
2296	וביישומו		
2297	ובין		
2298	וביצועו		
2299	ובישראל		
2300	ובית		
2301	ובכך		
2302	ובכלי		
2303	ובכלל		
2304	ובכללם		
2305	ובלמידה		
2306	ובלתי		
2307	ובמאפייניהם		
2308	ובמדינות		
2309	ובמדע		
2310	ובמה		
2311	ובמהלך		
2312	ובמחקר		
2313	ובמטה		
2314	ובמידת		
2315	ובמיפוי		
2316	ובמסגרתה		
2317	ובמסקנות		
2318	ובמצבי		
2319	ובמצוקה		
2320	ובמקביל		
2321	ובמקומות		
2322	ובמשתנה		
2323	ובמשתני		
2324	ובנוסף		
2325	ובנות		
2326	ובני		
2327	ובניה		
2328	ובניתוח		
2329	ובנתונים		
2330	ובסביבות		
2331	ובעולם		
2332	ובעונה		
2333	ובעז		
2334	ובעיקר		
2335	ובעל		
2336	ובעלות		
2337	ובעלי		
2338	ובעקבותיה		
2339	ובעקבותיו		
2340	ובערוץ		
2341	ובעתיד		
2342	ובפועל		
2343	ובפרט		
2344	ובקולומביה		
2345	ובר		
2346	ובראי		
2347	ובריטניה		
2348	וברמה		
2349	וברמות		
2350	וברמת		
2351	וברת		
2352	ובשדה		
2353	ובשימוש		
2354	ובת		
2355	ובתפיסת		
2356	ובתקופת		
2357	וג		
2358	וגב		
2359	וגהות		
2360	וגו		
2361	וגורמי		
2362	וגורמים		
2363	וגייל		
2364	וגישה		
2365	וגם		
2366	וגנים		
2367	וד		
2368	ודאות		
2369	ודאי		
2370	ודורית		
2371	ודיווח		
2372	ודית		
2373	ודליה		
2374	ודנה		
2375	ודפוסי		
2376	ודפוסים		
2377	ודר		
2378	ודרגים		
2379	ודרכי		
2380	ודרמה		
2381	ודרשה		
2382	והאופן		
2383	והאופנים		
2384	והאוריינות		
2385	והאם		
2386	והאנשים		
2387	והאסדרה		
2388	והאפשרויות		
2389	והאתגר		
2390	והאתגרים		
2391	והבלתי		
2392	והבנות		
2393	והבנתם		
2394	והגברת		
2395	והגורמים		
2396	והגנה		
2397	והגננות		
2398	והדרוזי		
2399	וההגנה		
2400	וההון		
2401	וההורים		
2402	וההיבטים		
2403	וההישגים		
2404	וההערכה		
2405	וההקשרים		
2406	וההרס		
2407	וההתנגדויות		
2408	והוא		
2409	והוגנות		
2410	והוויסות		
2411	והוצאה		
2412	והוראה		
2413	והורים		
2414	והזדמנויות		
2415	והחברה		
2416	והחברתיים		
2417	והחברתית		
2418	והחוזקות		
2419	והחוסן		
2420	והחוקרות		
2421	והחטיבה		
2422	והחינוך		
2423	והחסמים		
2424	והטמעה		
2425	והטמעת		
2426	והטעמים		
2427	והיא		
2428	והיכולות		
2429	והיכרות		
2430	והילדות		
2431	והיעדים		
2432	והיפגעות		
2433	והישגים		
2434	והישיגיהן		
2435	והכלה		
2436	והכשרת		
2437	והלמידה		
2438	והם		
2439	והמדעים		
2440	והמוטיבציה		
2441	והמוניציפלי		
2442	והמורה		
2443	והמורות		
2444	והמורים		
2445	והמיומנויות		
2446	והמכשירים		
2447	והמלצות		
2448	והממלכתי		
2449	והמעבר		
2450	והמענים		
2451	והמעשית		
2452	והמפעילים		
2453	והמצטיינים		
2454	והמקומי		
2455	והמקצועי		
2456	והמתודי		
2457	והן		
2458	והנגשה		
2459	והנה		
2460	והנטייה		
2461	והניהולית		
2462	והנרי		
2463	והנתונים		
2464	והסטאז		
2465	והסטנדרטים		
