Word,Page_Number
חשיבה,12
גמישה,12
להתמודדות,12
עם,12
קשיים,12
רגשיים,12
במצבי,12
חירום,12
במחקר,12
של,12
לסרי,12
ועמיתותיה,12
נמצא,12
כי,12
עובדי,12
הוראה,12
ותלמידים,12
שערכו,12
מסגור,12
מחדש,12
של,12
המצב,12
הפגינו,12
רמות,12
נמוכות,12
יותר,12
של,12
חרדה,12
ודיכאון,12
הדגישו,12
את,12
היכולת,12
גם,12
ויינבך,12
ועמיתותיו,12
שבחנו,12
את,12
ההשפעה,12
של,12
אימון,12
בקבלה,12
רדיקלית,12
הקוגניטיבית,12
למסגר,12
מחדש,12
מצבים,12
של,12
חוסר,12
ודאות,12
כאמצעי,12
יעיל,12
לחיזוק,12
חוסן,12
רגשי,12
דניאל,12
ועמיתותיה,12
הראו,12
שבני,12
נוער,12
משתמשים,12
ברשת,12
החברתית,12
בין,12
היתר,12
כדי,12
למסגר,12
מחדש,12
מידע,12
באופן,12
חיובי,12
יותר,12
דבר,12
שמועיל,12
להתמודדותם,12
איתו,12
כמה,12
מחקרים,12
באסופה,12
מציגים,12
את,12
חשיבותה,12
הרבה,12
של,12
תמיכה,12
חברתית,12
מצדתמיכה,12
חברתית,12
חברים,12
משפחה,12
וקהילה,12
כגורם,12
חוסן,12
מובהק,12
במחקר,12
של,12
לסרי,12
ועמיתותיה,12
נמצא,12
שתמיכה,12
מהורים,12
מורים,12
וחברים,12
הייתה,12
במתאם,12
עם,12
רמות,12
נמוכות,12
יותר,12
של,12
מצוקה,12
נפשית,12
ועם,12
רמות,12
גבוהות,12
יותר,12
של,12
מעורבות,12
לימודית,12
של,12
תלמידים,12
במחקר,12
של,12
שרף,12
וכן,12
במחקרן,12
של,12
גולוס,12
ועמיתותיה,12
נמצא,12
שקשרים,12
טובים,12
וחזקים,12
עם,12
הסביבה,12
הקרובה,12
סייעו,12
לבני,12
נוער,12
להתמודד,12
עם,12
תחושת,12
אובדן,12
שליטה,12
ולחזור,12
לתפקוד,12
או,12
לשמר,12
רמות,12
חוסן,12
גבוהות,12
יחסית,12
מלכתחילה,12
דניאל,12
ועמיתותיה,12
הראו,12
שתמיכה,12
חברתית,12
כזו,12
זמינה,12
גם,12
ברשתות,12
החברתיות,12
בכל,12
המחקרים,12
המוזכרים,12
הייתה,12
התמיכה,12
החברתית,12
טמונה,12
גם,12
בעצם,12
ההקשבה,12
וההכרה,12
בקושי,12
ולא,12
רק,12
בסיוע,12
רגשי,12
תחושת,12
שייכות,12
למסגרת,12
הבית,12
ספרית,12
למשפחה,12
או,12
תחושת,12
שייכות,12
למסגרת,12
החינוכית,12
לקהילה,12
חזרה,12
בכמה,12
מחקרים,12
באסופה,12
בתור,12
גורם,12
מ,12
פתח,12
שנמצא,12
בידי,12
הקהילה,12
לחיזוק,12
החוסן,12
של,12
הפרט,12
במחקריהם,12
של,12
גולדברג,12
ודישון,12
ושל,12
טובין,12
ולבון,12
על,12
בתי,12
ספר,12
למפונים,12
נמצא,12
כי,12
יצירת,12
סדירויות,12
בית,12
ספריות,12
וקשר,12
אישי,12
בין,12
תלמידים,12
לבין,12
צוותי,12
הוראה,12
חיזקו,12
את,12
תחושת,12
השייכות,12
של,12
תלמידים,12
למסגרת,12
החינוכית,12
זאת,12
גם,12
במצבים,12
של,12
פינוי,12
מהבית,12
ושל,12
ניתוק,12
ממסגרת,12
החיים,12
הרגילה,12
תלמידים,12
שחוו,12
חיבור,12
רב,12
יותר,12
לבית,12
הספר,12
נטו,12
להציג,12
מוטיבציה,12
גבוהה,12
יותר,12
ללמידה,12
והתמודדו,12
טוב,12
יותר,12
עם,12
קשיים,12
רגשיים,12
במחקר,12
של,12
שלו,12
מבורך,12
ועמיתותיה,12
שבחן,12
מתבגרים,12
במרכזי,12
יחד,12
נמצא,12
שמחנכות,12
יכולות,12
לקדם,12
תחושת,12
שייכות,12
למסגרת,12
החינוכית,12
זאת,12
גם,12
כשהיה,12
מדובר,12
במסגרת,12
חדשה,12
או,12
במסגרת,12
חלופית,12
לתלמידים,12
מפונים,12
שלא,12
הצליחו,12
להשתלב,12
בבתי,12
ספר,12
אחרים,12
נמצא,12
מתאם,12
בין,12
תחושת,12
שייכות,12
זו,12
למעורבות,12
רבה,12
יותר,12
בלמידה,12
גם,12
בקרב,12
תלמידים,12
עם,12
לקויות,12
למידה,12
המחקר,12
של,12
גולדרט,12
ועמיתיה,12
מצא,12
כי,12
בני,12
נוער,12
השתתפות,12
במסגרות,12
של,12
חינוך,12
בלתי,12
פורמלי,12
שהשתתפו,12
בתוכניות,12
מנהיגות,12
במסגרת,12
חינוך,12
א,12
פורמלית,12
גילו,12
רמות,12
חוסן,12
גבוהות,12
יותר,12
לעומת,12
אלו,12
שלא,12
השתתפו,12
בתוכניות,12
כאלה,12
הפעילויות,12
הא,12
פורמליות,12
חיזקו,12
את,12
תחושת,12
השייכות,12
העניקו,12
כלים,12
לוויסות,12
רגשי,12
וליצירת,12
משמעות,12
ועודדו,12
תחושת,12
אחריות,12
אישית,12
וחברתית,12
החוקרים,12
מציינים,12
כי,12
עצם,12
השייכות,12
למסגרת,12
שמקדמת,12
ערכים,12
ופעולה,12
תורמת,12
שימשה,12
כעוגן,12
בזמן,12
חירום,12
במיוחד,12
עבור,12
בני,12
נוער,12
שפונו,12
במחקרה,12
מצאה,12
שרף,12
שמתבגרים,12
שהשתתפו,12
בפעילויות,12
התנדבות,12
תרומה,12
לקהילה,12
וליחידים,12
חוו,12
תחושה,12
של,12
שליטה,12
מוגברת,12
בחייהם,12
המעורבות,12
בקהילה,12
לא,12
רק,12
סייעה,12
להפחתת,12
מצוקה,12
אלא,12
גם,12
עודדה,12
תחושת,12
מסוגלות,12
ומשמעות,12
המשמעות,12
היא,12
שהתנהגות,12
אלטרואיסטית,12
במיוחד,12
קבלה,12
רדיקלית,12
היא,12
עיקרון,12
פסיכולוגי,12
שמשמעותו,12
לקבל,12
באופן,12
מלא,12
ומוחלט,12
את,12
המציאות,12
כפי,12
שהיא,12
בלי,12
להתנגד,12
לשפוט,12
או,12
להילחם,12
במה,12
שקרה,12
וזאת,12
במטרה,12
למנוע,12
סבל,12
נפשי,12
מיותר,12
בתקופות,13
של,13
חוסר,13
ודאות,13
עשויה,13
לחזק,13
את,13
השלומות,13
של,13
הפרט,13
ולחבר,13
אותו,13
מחדש,13
למעגלים,13
חברתיים,13
תומכים,13
בדומה,13
לכך,13
מלין,13
ועמיתותיה,13
מצאו,13
כי,13
לא,13
רק,13
מי,13
שקיבל,13
תמיכה,13
חברתית,13
במדיה,13
החברתית,13
אלא,13
גם,13
מי,13
שהעניק,13
אותה,13
דיווח,13
על,13
שלומות,13
גבוהה,13
יותר,13
ממי,13
שלא,13
עשה,13
זאת,13
במחקרם,13
של,13
ברקוביץ,13
ועמיתיה,13
נמצא,13
תקשורת,13
פתוחה,13
ושיתוף,13
פעולה,13
בין,13
בית,13
הספר,13
להורים,13
כי,13
תקשורת,13
פתוחה,13
ורציפה,13
וכן,13
שקיפות,13
בין,13
צוותי,13
הוראה,13
להורים,13
הן,13
תנאים,13
חיוניים,13
לחיזוק,13
חוסן,13
הן,13
של,13
התלמידים,13
הן,13
של,13
המבוגרים,13
המלווים,13
אותם,13
כאשר,13
ההורים,13
הרגישו,13
שותפים,13
לתהליך,13
החינוכי,13
וכשהתקיים,13
תיאום,13
בין,13
חינוך,13
התלמידים,13
בבית,13
לחינוכם,13
במוסד,13
החינוכי,13
תחושות,13
השליטה,13
והאמון,13
גברו,13
אצל,13
כל,13
הצדדים,13
המעורבים,13
מעבר,13
לקיומם,13
של,13
משאבי,13
חוסן,13
מגוונים,13
נמצא,13
ששילוב,13
בין,13
משאבי,13
חוסן,13
אישיים,13
וחברתיים,13
יוצר,13
בסיס,13
לחיזוק,13
תחושת,13
החוסן,13
לאורך,13
זמן,13
כמו,13
כן,13
עצם,13
קיומם,13
של,13
מגוון,13
כלים,13
להתמודדות,13
מרחיב,13
את,13
יכולת,13
ההתמודדות,13
ומוביל,13
לתפקוד,13
גבוה,13
יותר,13
ריבוי,13
משאבי,13
החוסן,13
מאפשר,13
לתלמידים,13
ולעובדי,13
הוראה,13
להתמודד,13
עם,13
המשבר,13
מבחינה,13
רגשית,13
לתפקד,13
היטב,13
ולעיתים,13
אף,13
לשגשג,13
כפי,13
שראינו,13
מחקרי,13
האסופה,13
מראים,13
שקיים,13
מגוון,13
של,13
משאבי,13
חוסן,13
כאלו,13
וכפי,13
שיוצג,13
להלן,13
ישנו,13
גם,13
מגוון,13
של,13
כלים,13
לתמוך,13
בחוסן,13
ולטפח,13
את,13
משאבי,13
החוסן,13
פעולות,13
וכלים,13
לחיזוק,13
החוסן,13
לאורך,13
זמן,13
חיזוק,13
חוסן,13
רגשי,13
חברתי,13
ומערכתי,13
במסגרת,13
מערכת,13
החינוך,13
אינו,13
מתמצה,13
בזיהוי,13
הקשיים,13
על,13
פי,13
מחקרי,13
האסופה,13
רצוי,13
שהוא,13
יכלול,13
גם,13
פעולה,13
יזומה,13
ומתמשכת,13
ברמת,13
המוסד,13
החינוכי,13
וברמת,13
המערכת,13
כולה,13
משרד,13
החינוך,13
מודע,13
לכך,13
כמובן,13
ופועל,13
בעניין,13
מחקרי,13
האסופה,13
מציעים,13
מגוון,13
כלים,13
והתערבויות,13
מעשיים,13
נוספים,13
על,13
אלו,13
שמשתמשים,13
בהם,13
במערכת,13
החינוך,13
כבר,13
היום,13
חלק,13
מכלים,13
אלו,13
כבר,13
נבחנו,13
במסגרת,13
ניסויית,13
ונמצאו,13
יעילים,13
הם,13
פונים,13
הן,13
לפרטים,13
תלמידים,13
עובדי,13
הוראה,13
והורים,13
והן,13
לרמה,13
הארגונית,13
בתי,13
הספר,13
ודרגי,13
הניהול,13
של,13
המערכת,13
מטרתם,13
אינה,13
רק,13
להתמודד,13
עם,13
תקופות,13
משבר,13
אלא,13
גם,13
לבנות,13
תשתית,13
של,13
חוסן,13
מתמשך,13
תחילה,13
נציג,13
כאן,13
דוגמאות,13
להתערבויות,13
שנועדו,13
לחזק,13
את,13
החוסן,13
של,13
פרטים,13
במערכת,13
החינוך,13
על,13
ידי,13
כלים,13
מעולם,13
ההוראה,13
הרגשית,13
חברתית,13
או,13
מעולם,13
המיינדפולנס,13
שנית,13
נבחן,13
כלים,13
לחיזוק,13
חוסן,13
של,13
קהילות,13
חינוך,13
על,13
ידי,13
הכשרה,13
מתאימה,13
ופיתוח,13
של,13
קשרים,13
חברתיים,13
ושל,13
פעילויות,13
חברתיות,13
תומכות,13
מחקריהם,13
של,13
ויינבך,13
ועמיתותיו,13
וכן,13
הקניית,13
כלים,13
לוויסות,13
רגשי,13
בקרב,13
תלמידים,13
וצוותי,13
חינוך,13
מחקרן,13
של,13
לסרי,13
ועמיתותיה,13
הראו,13
שהתערבויות,13
קצרות,13
וממוקדות,13
להקניית,13
כלים,13
לוויסות,13
רגשי,13
נמצאו,13
יעילות,13
במיוחד,13
בהתמודדות,13
עם,13
מצבי,13
חרדה,13
דיכאון,13
ומתח,13
בקרב,13
תלמידים,13
וצוותי,13
הוראה,13
כאחד,13
בין,13
הכלים,13
שהצלחתם,13
הוכחה,13
היו,13
אימון,13
מקוון,13
בוויסות,13
רגשי,13
ובקבלה,13
רדיקלית,13
וכן,13
תרגול,13
רפלקטיבי,13
מקוון,13
בסגנון,13
של,13
מכתב,13
לעזרה,13
עצמית,13
התערבויות,13
אלו,13
הראו,13
תוצאות,13
חיוביות,13
בטווח,13
זמן,13
מיידי,13
ואף,13
מעבר,13
לכך,13
מחקרן,13
של,13
מייזלס,13
ועמיתותיה,13
וכן,13
המחקר,13
של,13
לסרי,13
ועמיתותיה,13
מדגישים,13
אימון,13
בחמלה,13
עצמית,13
את,13
חשיבותה,13
של,13
חמלה,13
עצמית,13
בתור,13
מיומנות,13
חיונית,13
לחיזוק,13
החוסן,13
הרגשי,13
של,13
צוותי,13
חינוך,13
ושל,13
סדנאות,13
ממוקדות,13
של,13
אימון,13
בחמלה,13
עצמית,13
ובמיינדפולנס,13
תלמידים,13
בתקופות,13
חירום,13
מתמשכות,13
חמלה,13
עצמית,13
מוגדרת,13
כיכולת,13
של,13
הפרט,13
לנהוג,13
בטו,13
ב,13
לב,13
כלפי,13
עצמו,13
בעת,13
התמודדות,13
עם,13
קושי,13
להכיר,13
בכך,13
שהסבל,13
משותף,13
לכולם,13
ולהימנע,13
משיפוט,13
ומביקורת,13
עצמיים,13
חמלה,13
עצמית,13
קשורה,13
לבריאות,13
נפשית,13
הביאו,14
לשיפור,14
ברור,14
ברמת,14
החוסן,14
ובתחושת,14
השלומות,14
לצד,14
הפחתה,14
ניכרת,14
בתסמינים,14
של,14
שחיקה,14
תשישות,14
ופגיעה,14
רגשית,14
מחקרם,14
של,14
גולדברג,14
ודישון,14
מחקרן,14
של,14
שילוב,14
תוכניות,14
ללמידה,14
רגשית,14
חברתית,14
בבתי,14
הספר,14
טובין,14
ולבון,14
וכן,14
מחקרן,14
של,14
כהן,14
וקולושי,14
מינסקר,14
מצביעים,14
על,14
כך,14
שתוכניות,14
למידה,14
רגשית,14
המשולבות,14
בשגרת,14
היומיום,14
בבית,14
הספר,14
הן,14
כלי,14
יעיל,14
לחיזוק,14
חוסן,14
רגשי,14
בקרב,14
SELחברתית,14
תלמידים,14
וצוותי,14
הוראה,14
כאחד,14
תוכניות,14
אלו,14
מסייעות,14
בפיתוח,14
מיומנויות,14
חשובות,14
כגון,14
ויסות,14
רגשות,14
וניהול,14
עצמי,14
אמפתיה,14
תקשורת,14
בין,14
אישית,14
ופתרון,14
בעיות,14
וקבלת,14
החלטות,14
באופן,14
אחראי,14
ובצורה,14
יעילה,14
וממוקדת,14
מלין,14
ועמיתיה,14
בן,14
ארי,14
ועמיתותיה,14
וכן,14
טטר,14
מתן,14
תמיכה,14
נפשית,14
מותאמת,14
אישית,14
וקבוצתית,14
ועמיתותיו,14
מצביעים,14
כולם,14
במחקריהם,14
על,14
הזמינות,14
של,14
תמיכה,14
נפשית,14
פרטנית,14
וקבוצתית,14
בתור,14
מרכיב,14
חיוני,14
בהתמודדות,14
עם,14
קשיים,14
רגשיים,14
המתעוררים,14
בתקופות,14
משבר,14
תמיכה,14
זו,14
יכולה,14
להתבטא,14
בליווי,14
אישי,14
מצד,14
גורמי,14
מקצוע,14
כגון,14
יועצים,14
ופסיכולוגים,14
ובקבוצות,14
תמיכה,14
המונחות,14
על,14
ידי,14
אנשי,14
מקצוע,14
או,14
עמיתים,14
מנוסים,14
מחקריהם,14
של,14
טטר,14
ועמיתותיו,14
ושל,14
בן,14
ארי,14
ועמיתותיההגדלת,14
משאבי,14
ייעוץ,14
וטיפול,14
בבתי,14
הספר,14
מצביעים,14
על,14
צורך,14
בהרחבת,14
שירותי,14
התמיכה,14
הרגשית,14
במוסדות,14
החינוך,14
בעת,14
משבר,14
מתמשך,14
יועצות,14
חינוכיות,14
ואנשי,14
טיפול,14
תיארו,14
עומס,14
ניכר,14
חוסר,14
במשאבים,14
ותלות,14
רבה,14
בחוסן,14
האישי,14
שלהן,14
על,14
רקע,14
תמיכה,14
מערכתית,14
מוגבלת,14
הרחבה,14
של,14
מערך,14
היועצות,14
והפסיכולוגיות,14
והרחבה,14
של,14
הזמינות,14
ושל,14
תחומי,14
המומחיות,14
הוצגו,14
על,14
ידי,14
החוקרים,14
בתור,14
תנאי,14
חיוני,14
ליצירת,14
מענים,14
רגשיים,14
יעילים,14
לכלל,14
קהילת,14
המוסד,14
החינוכי,14
בשעת,14
משבר,14
מחקרים,14
שונים,14
ובהם,14
של,14
הכשרה,14
והדרכה,14
לצוותי,14
חינוך,14
לזיהוי,14
מצוקה,14
ולמתן,14
תמיכה,14
ראשונית,14
פסט,14
ועמיתותיה,14
ושל,14
מייזלס,14
ועמיתותיה,14
מדגישים,14
את,14
הפער,14
בין,14
הצרכים,14
הרגשיים,14
של,14
תלמידים,14
בזמן,14
חירום,14
לבין,14
ההכשרה,14
של,14
צוותי,14
ההוראה,14
לזהות,14
מצוקה,14
ולתת,14
מענה,14
ראשוני,14
מורות,14
ומורים,14
התמודדו,14
עם,14
מצבים,14
טעונים,14
רגשית,14
ותרבותית,14
ללא,14
הכשרה,14
מספקת,14
מה,14
שיצר,14
אצלם,14
תחושות,14
של,14
בלבול,14
חוסר,14
אונים,14
ותסכול,14
החוקרות,14
והחוקרים,14
המצוטטים,14
הציעו,14
שהדרכה,14
מקצועית,14
הממוקדת,14
בנושאים,14
של,14
טראומה,14
ויסות,14
רגשי,14
ושיח,14
רגיש,14
תרבותית,14
עשויה,14
לחזק,14
את,14
תחושת,14
המסוגלות,14
העצמית,14
של,14
עובדי,14
ההוראה,14
ולשפר,14
את,14
המענה,14
שהם,14
מעניקים,14
לפי,14
מחקריהם,14
של,14
מלין,14
פיתוח,14
מערכות,14
תמיכה,14
מותאמות,14
למצבי,14
משבר,14
עבור,14
צוותי,14
חינוך,14
ועמיתיה,14
ושל,14
טטר,14
ועמיתותיו,14
הצוותים,14
החינוכיים,14
נדרשים,14
למערכות,14
תמיכה,14
מותאמות,14
שיבטיחו,14
להם,14
גיבוי,14
מקצועי,14
של,14
המערכת,14
וסיוע,14
רגשי,14
בעיתות,14
משבר,14
מורות,14
ומורים,14
דיווחו,14
על,14
תחושת,14
בדידות,14
מקצועית,14
על,14
חוסר,14
ודאות,14
ועל,14
שחיקה,14
גוברת,14
במיוחד,14
כאשר,14
הופקדו,14
על,14
תיווך,14
משברים,14
לתלמידים,14
מבלי,14
שקיבלו,14
לתפיסתם,14
ליווי,14
מערכתי,14
מספק,14
לפיכך,14
הקמת,14
מערכים,14
של,14
תמיכה,14
הדדית,14
בתוך,14
מוסדות,14
חינוך,14
ובהם,14
ארגון,14
קבוצות,14
שיח,14
של,14
עובדי,14
הוראה,14
וקווי,14
תמיכה,14
מקצועיים,14
יכולה,14
לסייע,14
לצמצום,14
תחושת,14
העומס,14
הרגשי,14
ולחזק,14
חוסן,14
אישי,14
וצוותי,14
במחקר,14
של,14
קטקו,14
איילי,14
ועמיתיה,14
הודגשה,14
החשיבות,14
של,14
קידום,14
פדגוגיה,14
המותאמת,14
למשבר,14
מנהיגות,14
פדגוגית,14
הרואה,14
במשבר,14
הזדמנות,14
לקידום,14
לימוד,14
של,14
ערכים,14
חוקרים,14
אלה,14
הציעו,14
לשלב,14
בין,14
הכרה,14
ברגשות,14
הרחבת,14
ידע,14
ויצירת,14
מרחב,14
פתוח,14
לשיח,14
ביקורתי,14
במסגרת,14
פדגוגית,14
של,14
חינוך,14
יש,14
לציין,14
שגם,14
ממחקרן,14
של,14
טרינצ,14
ר,14
וארם,14
עולה,14
שהדרכה,14
מוקדמת,14
של,14
גננות,14
על,14
עקרונות,14
של,14
התנהגות,14
מיטיבה,14
שיש,14
להם,14
בחינוך,14
יכולה,14
לתרום,14
לתפקודן,14
של,14
הגננות,14
ולכן,14
גם,14
לתפקוד,14
הילדים,14
עצמם,14
ההמלצה,14
של,14
החוקרותSELקשר,14
לשילוב,14
של,14
היא,14
לתת,14
התנסויות,14
מודרכות,14
ומשוב,14
בונה,14
כעוגן,14
מרכזי,14
לתחושות,14
תקווה,14
ושלומות,14
וכן,14
ליצור,14
מערך,14
הדרכות,14
קצרות,14
להגברת,14
המסוגלות,14
התעסוקתית,14
של,14
הגננות,14
יש,14
לציין,14
שהמחקר,14
עצמו,14
לא,14
התמקד,14
בהתערבויות,14
כאלו,14
פוליטי,15
בגישה,15
זו,15
מנהיגות,15
בית,15
הספר,15
נתפסת,15
כגורם,15
שמתווך,15
בין,15
אתגרי,15
התקופה,15
לבין,15
צורכי,15
השטח,15
ומסייעת,15
לצוות,15
ההוראה,15
ליצור,15
מסגרת,15
חינוכית,15
יציבה,15
ומעצימה,15
מבחינה,15
רגשית,15
ואזרחית,15
עבור,15
התלמידים,15
המחקר,15
של,15
גולדרט,15
ועמיתיה,15
ומחקרה,15
של,15
שרף,15
עידוד,15
מעורבות,15
חברתית,15
ואזרחית,15
בקרב,15
תלמידים,15
מצביעים,15
על,15
תרומתה,15
הברורה,15
של,15
השתתפות,15
תלמידים,15
בפעילויות,15
חברתיות,15
וקהילתיות,15
לחיזוק,15
החוסן,15
פעילויות,15
כמו,15
התנדבות,15
השתתפות,15
בתנועות,15
נוער,15
ויוזמות,15
עצמאיות,15
סייעו,15
לתלמידים,15
לפתח,15
תחושת,15
שליטה,15
במצב,15
לחוש,15
שיש,15
משמעות,15
במעשיהם,15
ולכן,15
גם,15
לחוש,15
שייכות,15
לסביבתם,15
כפי,15
שהוזכר,15
לעיל,15
מדובר,15
במשאבים,15
חיוניים,15
לשלומות,15
במצבי,15
חירום,15
לכן,15
חשוב,15
לעודד,15
ולטפח,15
מעורבות,15
אזרחית,15
כחלק,15
מהיומיום,15
החינוכי,15
ולא,15
רק,15
בשעת,15
חירום,15
במחקרם,15
של,15
ברקוביץ,15
ועמיתיה,15
נמצא,15
חיזוק,15
הקשר,15
ושיתוף,15
הפעולה,15
בין,15
בתי,15
הספר,15
להורים,15
שהורים,15
וצוותים,15
חינוכיים,15
חוו,15
תסכול,15
הדדי,15
נוכח,15
תקשורת,15
לקויה,15
וחוסר,15
תיאום,15
ציפיות,15
בזמן,15
משבר,15
ההורים,15
ציפו,15
שהצוות,15
ישמור,15
איתם,15
על,15
קשר,15
פתוח,15
פעיל,15
ורציף,15
זאת,15
כדי,15
שיוכלו,15
לקבל,15
מידע,15
על,15
ילדיהם,15
בזמן,15
אמת,15
לדבריהם,15
לו,15
היה,15
נוצר,15
קשר,15
כזה,15
הייתה,15
תחושת,15
האמון,15
שלהם,15
גוברת,15
ועימה,15
גם,15
שיתוף,15
הפעולה,15
בין,15
ההורים,15
לבית,15
הספר,15
הצוותים,15
מצידם,15
חשו,15
תשישות,15
ותסכול,15
עקב,15
מה,15
שחוו,15
כחוסר,15
בתמיכה,15
מוסדית,15
מספקת,15
על,15
פי,15
החוקרים,15
ממצאים,15
אלו,15
מרמזים,15
שיצירת,15
מנגנונים,15
קבועים,15
לשיח,15
עם,15
הורים,15
תוך,15
דגש,15
על,15
שקיפות,15
ועל,15
שיתוף,15
בהחלטות,15
עשויה,15
לסייע,15
לבניית,15
אמון,15
הדדי,15
ולתפקוד,15
טוב,15
יותר,15
של,15
כל,15
קהילת,15
בית,15
הספר,15
מחקריהם,15
של,15
בן,15
ארי,15
ועמיתותיה,15
ושל,15
טטר,15
ועמיתותיו,15
יצירת,15
קהילות,15
תמיכה,15
לעובדי,15
הוראה,15
מראים,15
כי,15
קהילות,15
תמיכה,15
רשמיות,15
ובלתי,15
רשמיות,15
ממלאות,15
תפקיד,15
חשוב,15
בהפחתת,15
תחושת,15
בדידות,15
ובחיזוק,15
החוסן,15
של,15
מבוגרים,15
בזמן,15
חירום,15
מורות,15
ומורים,15
שהיו,15
חלק,15
מקבוצות,15
תמיכה,15
פורמליות,15
או,15
אחרות,15
תפקדו,15
טוב,15
יותר,15
וחוו,15
פחות,15
שחיקה,15
בהשוואה,15
לשאר,15
עובדי,15
ההוראה,15
מכאן,15
עולה,15
צורך,15
שמערכות,15
החינוך,15
והקהילה,15
יאפשרו,15
וילוו,15
את,15
ההקמה,15
של,15
מסגרות,15
אלו,15
ויתמכו,15
בתחזוקה,15
שלהן,15
בכמה,15
מהמחקרים,15
למשל,15
של,15
תמיכה,15
מערכתית,15
לצוותי,15
חינוך,15
הכרה,15
הערכה,15
ומתן,15
משאבים,15
מלין,15
ועמיתיה,15
ושל,15
מייזלס,15
ועמיתותיה,15
עולה,15
כי,15
תחושות,15
של,15
הכרה,15
ושל,15
הערכה,15
מצד,15
המערכת,15
תורמות,15
לשלומות,15
של,15
מורות,15
ומורים,15
וליכולתם,15
להתמיד,15
בפעולה,15
במצבי,15
חירום,15
כאשר,15
הצוות,15
חש,15
שהנהלת,15
בית,15
הספר,15
והממסד,15
החינוכי,15
מכירים,15
בקושי,15
מספקים,15
תמיכה,15
רגשית,15
לוגיסטית,15
ומשאבים,15
מותאמים,15
תחושת,15
החוסן,15
עולה,15
והשחיקה,15
פוחתת,15
לכן,15
נטען,15
שתמיכה,15
זו,15
אינה,15
תוספת,15
מבורכת,15
לבית,15
הספר,15
אלא,15
תנאי,15
הכרחי,15
לתפקודו,15
התקין,15
בשעת,15
חירום,15
מגוון,15
הכלים,15
שהוצגו,15
כאן,15
מצביע,15
על,15
כך,15
שחוסן,15
הוא,15
מיומנות,15
נרכשת,15
הניתנת,15
לפיתוח,15
ולחיזוק,15
בכל,15
רמות,15
המערכת,15
האישית,15
הכיתתית,15
המוסדית,15
והצוותית,15
וכן,15
המערכתית,15
שילוב,15
בין,15
מענים,15
רגשיים,15
פרטניים,15
מנהיגות,15
חינוכית,15
מכילה,15
ותמיכה,15
מערכתית,15
מותאמת,15
יוכל,15
להבטיח,15
שהתמודדות,15
עם,15
משברים,15
תהיה,15
מיטבית,15
אולם,15
כדי,15
שהדבר,15
יקרום,15
עור,15
וגידים,15
יש,15
להכיר,15
בפעולות,15
ובכלים,15
אלו,15
לא,15
כפתרונות,15
זמניים,15
ונקודתיים,15
בלבד,15
אלא,15
כחלק,15
אינטגרלי,15
ונחוץ,15
השזור,15
בשגרות,15
העבודה,15
של,15
מערכת,15
השרויה,15
בחירום,15
מתמשך,15
ולפעול,15
ליישמם,15
במסגרת,15
מדיניות,15
חינוכית,15
ארוכת,15
טווח,15
לסיכום,15
מחקרי,15
האסופה,15
מציגים,15
תמונה,15
מדאיגה,15
של,15
קשיים,15
ואתגרים,15
שנוצרו,15
בעקבות,15
מצב,15
החירום,15
המתמשך,15
אולם,15
במקביל,15
לכך,15
הם,15
מצביעים,15
גם,15
על,15
פוטנציאל,15
ברור,15
לצמיחה,15
ללמידה,15
ולחיזוק,15
המערכת,15
כתוצאה,15
מהתמודדות,15
נכונה,15
עם,15
המצב,15
המשברי,15
דוגמה,15
אחת,15
לכך,15
היא,15
של,15
בני,15
נוער,15
שהשתתפו,15
בפעילויות,15
קהילתיות,15
והתנדבותיות,15
ופיתחו,15
באמצעותן,15
משמעות,15
ושייכות,15
דוגמה,15
שנייה,15
היא,15
של,15
צוותי,15
החינוך,15
שהתמודדות,15
עם,15
מציאות,15
משברית,15
בשילוב,15
כלים,15
מתאימים,15
סייעה,15
להם,15
לפתח,15
מיומנויות,15
רגשיות,15
וחברתיות,15
חדשות,15
התובנה,16
המרכזית,16
שעולה,16
גם,16
ממסמך,16
זה,16
וגם,16
ממסמך,16
תשתית,16
הידע,16
היא,16
שמערכת,16
חינוך,16
הפועלת,16
לזיהוי,16
של,16
הלקחים,16
מהמצב,16
המשברי,16
מקדמת,16
מדיניות,16
המאפשרת,16
את,16
מימושם,16
של,16
לקחים,16
אלו,16
ומפנה,16
את,16
משאביה,16
באופן,16
מתמשך,16
לא,16
רק,16
לשיקום,16
נזקי,16
המשבר,16
אלא,16
גם,16
לחיזוק,16
ארוך,16
טווח,16
של,16
מיומנויות,16
אישיות,16
ומקצועיות,16
במוסדות,16
החינוך,16
ובכלל,16
המערכת,16
גם,16
בשגרה,16
תצליח,16
להתגבר,16
על,16
האתגרים,16
שחירום,16
מתמשך,16
מזמן,16
לה,16
ותוכל,16
אף,16
לצמוח,16
ולהשתפר,16
בעקבות,16
המשבר,16
ד,17
לאחר,17
הצגה,17
כללית,17
של,17
מטרות,17
האסופה,17
ושל,17
הממצאים,17
העולים,17
מהמחקרים,17
בה,17
נעבור,17
למחקרים,17
עצמם,17
מחקרים,17
אלו,17
עוסקים,17
כאמור,17
בהשלכות,17
המלחמה,17
על,17
החינוך,17
הממלכתי,17
העברי,17
ועל,17
החינוך,17
הממלכתי,17
הדתי,17
רובם,17
הגדול,17
עוסק,17
בחינוך,17
העל,17
